RowID,CrimeDateTime,Location,Description,Weapon,Gender,Age,Race,,District,Neighborhood,Latitude,Longitude
508,2022/10/03 19:45:00+00,3400 EDMONDSON AVE,BURGLARY,,F,53,NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER,,SOUTHWEST,LOWER EDMONDSON VILLAGE,39.2939,-76.6744
509,2022/10/03 10:08:00+00,1600 W MOUNT ROYAL AVE,COMMON ASSAULT,,M,58,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,BOLTON HILL,39.31,-76.6239
510,2022/10/03 09:50:00+00,1400 W LEXINGTON ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,21,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,FRANKLIN SQUARE,39.2909,-76.6398
511,2022/10/03 11:00:00+00,300 JASPER ST,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,M,26,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,DOWNTOWN,39.2928,-76.6219
512,2022/11/11 14:00:00+00,100 W READ ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,24,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,MOUNT VERNON,39.2994,-76.6172
513,2022/11/11 14:30:00+00,AV & ROSALIE AV,AUTO THEFT,,M,27,WHITE,,NORTHEAST,NORTH HARFORD ROAD,39.3652,-76.5409
514,2022/11/11 15:19:00+00,1000 ROCKHILL AVE,BURGLARY,,U,,,,SOUTHWEST,VIOLETVILLE,39.2691,-76.677
515,2022/11/11 14:55:00+00,100 W LANVALE ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,70,WHITE,,CENTRAL,BOLTON HILL,39.3071,-76.6218
516,2022/11/11 00:09:00+00,1100 S CHARLES ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,29,WHITE,,SOUTHERN,FEDERAL HILL,39.2763,-76.6143
517,2022/11/11 17:00:00+00,2300 NORFOLK ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,8,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,WESTPORT,39.2638,-76.639
518,2022/11/11 20:30:00+00,2000 E FAYETTE ST,AUTO THEFT,,M,47,,,EASTERN,BUTCHER'S HILL,39.2941,-76.5882
519,2022/11/11 11:00:00+00,1000 JOH AVE,LARCENY,,M,64,,,SOUTHWEST,OAKLEE,39.2682,-76.6841
520,2022/11/11 03:00:00+00,700 WASHINGTON PL,AUTO THEFT,,F,40,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,MOUNT VERNON,39.2983,-76.6159
521,2022/11/11 18:00:00+00,4300 Brehms Ln,AUTO THEFT,,F,50,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,PARKSIDE,39.3246,-76.5603
522,2022/11/11 15:00:00+00,900 VALLEY ST,RAPE,,F,30,WHITE,,EASTERN,OLDTOWN,39.3004,-76.6049
523,2022/11/11 23:30:00+00,2000 BRUNT ST,AUTO THEFT,,M,27,,,CENTRAL,UPTON,39.3063,-76.6371
524,2022/11/11 17:06:00+00,1700 N ELLAMONT ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,73,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,ROSEMONT,39.3073,-76.6709
525,2022/11/11 17:00:00+00,6000 YORKWOOD RD,AGG. ASSAULT,PERSONAL_WEAPONS,F,22,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,LOCH RAVEN,39.3635,-76.5831
526,2022/11/11 09:30:00+00,0 N KRESSON ST,AUTO THEFT,,M,41,WHITE,,SOUTHEAST,KRESSON,39.2934,-76.56
527,2022/11/11 18:00:00+00,400 N MILTON AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,28,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,MCELDERRY PARK,39.2961,-76.5821
528,2022/11/11 21:00:00+00,1200 ASHLAND AVE,LARCENY FROM AUTO,,F,65,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,OLDTOWN,39.3002,-76.6012
529,2022/11/11 22:16:00+00,6600 HOLABIRD AV,ROBBERY,HANDGUN,M,22,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,BROENING MANOR,39.2726,-76.532
530,2022/11/11 22:30:00+00,400 E PATAPSCO AVE,ROBBERY,PERSONAL_WEAPONS,F,32,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,BROOKLYN,39.2369,-76.6045
531,2022/11/11 23:00:00+00,2300 HOLLINS ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,42,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,SHIPLEY HILL,39.2868,-76.6531
532,2022/10/28 14:30:00+00,1100 S HANOVER ST,AUTO THEFT,,M,22,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,SHARP-LEADENHALL,39.2766,-76.6156
533,2022/10/28 00:00:00+00,4400 CHERRY BLOSSOM PL,AGG. ASSAULT,PERSONAL_WEAPONS,F,17,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,ORCHARD RIDGE,39.3115,-76.5611
534,2022/10/28 23:50:00+00,4100 NORFOLK AVE,LARCENY FROM AUTO,,M,27,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,WEST FOREST PARK,39.3235,-76.6869
535,2022/10/28 15:00:00+00,1600 JOHNSON ST,LARCENY,,M,29,WHITE,,SOUTHERN,RIVERSIDE,39.2716,-76.6095
536,2022/10/28 21:45:00+00,1000 AISQUITH ST,AUTO THEFT,,F,23,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,JOHNSTON SQUARE,39.3018,-76.602
537,2022/10/28 22:00:00+00,3600 GARRISON BLVD,AGG. ASSAULT,PERSONAL_WEAPONS,F,39,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,DORCHESTER,39.3296,-76.6825
538,2022/10/28 18:00:00+00,2700 RIGGS AVE,COMMON ASSAULT,,F,2,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,WINCHESTER,39.3004,-76.6624
539,2022/10/28 15:59:00+00,1100 TIFFANY CT,BURGLARY,,F,54,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,UPTON,39.3017,-76.6255
540,2022/10/28 20:00:00+00,4300 FRANKFORD AVE,LARCENY,,F,56,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,FRANKFORD,39.337,-76.5507
541,2022/10/28 16:57:00+00,700 E PRATT ST,AGG. ASSAULT,BLUNT_OBJECT,F,22,WHITE,,CENTRAL,INNER HARBOR,39.2868,-76.6052
542,2022/10/28 17:29:00+00,300 N WARWICK AVE,AGG. ASSAULT,FIREARM,F,20,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,PENROSE/FAYETTE STREET OUTREACH,39.2921,-76.6561
543,2022/10/28 19:30:00+00,1600 OLMSTEAD ST,AUTO THEFT,,M,27,,,SOUTHERN,CURTIS BAY,39.2277,-76.5886
544,2022/10/28 18:00:00+00,800 N CALVERT ST,LARCENY,,F,28,ASIAN,,CENTRAL,MOUNT VERNON,39.2988,-76.613
545,2022/10/28 23:00:00+00,3700 CRESTFIELD CT,AUTO THEFT,,M,43,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,DOLFIELD,39.3373,-76.6773
546,2022/10/28 13:45:00+00,3200 LEVERTON AVE,LARCENY,,M,37,,,SOUTHEAST,PATTERSON PARK NEIGHBORHOOD,39.2919,-76.5712
547,2022/10/28 00:00:00+00,1300 VALLEY ST,BURGLARY,,F,66,WHITE,,EASTERN,JOHNSTON SQUARE,39.3056,-76.6052
548,2022/10/28 13:00:00+00,1800 PORTAL ST,COMMON ASSAULT,,F,34,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,HOLABIRD INDUSTRIAL PARK,39.2704,-76.532
549,2022/10/28 12:45:00+00,1300 RACE ST,LARCENY,,M,24,,,SOUTHERN,SPRING GARDEN INDUSTRIAL AREA,39.2742,-76.6171
550,2022/10/28 13:28:00+00,1400 MADISON AVE,LARCENY,,M,36,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,MADISON PARK,39.304,-76.6282
551,2022/10/28 00:00:00+00,2500 E EAGER ST,AUTO THEFT,,,,,,EASTERN,MILTON-MONTFORD,39.3019,-76.5824
552,2022/10/28 23:30:00+00,2400 EUTAW PL,LARCENY FROM AUTO,,F,52,,,CENTRAL,RESERVOIR HILL,39.3132,-76.6368
553,2022/10/15 19:00:00+00,3000 OVERLAND AVE,LARCENY,,F,25,,,NORTHEAST,BEVERLY HILLS,39.3389,-76.5728
554,2022/10/15 22:00:00+00,5300 LOCH RAVEN BLVD,AUTO THEFT,,F,34,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,NEW NORTHWOOD,39.3544,-76.5899
555,2022/10/15 14:00:00+00,1000 W 37TH ST,AUTO THEFT,,M,36,,,NORTHERN,HAMPDEN,39.3327,-76.6328
556,2022/10/15 23:55:00+00,1100 S CHARLES ST,LARCENY,,M,23,WHITE,,SOUTHERN,FEDERAL HILL,39.2768,-76.6144
557,2022/10/15 07:19:00+00,1500 N MILTON AVE,BURGLARY,,F,52,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,BROADWAY EAST,39.3085,-76.5829
558,2022/10/15 02:40:00+00,1500 RUSSELL ST,LARCENY,,,,,,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,39.2741,-76.6276
559,2022/10/15 08:30:00+00,2600 PENNSYLVANIA AVE,BURGLARY,KNIFE_CUTTING_INSTRUMENT,F,43,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,PENN NORTH,39.3118,-76.6447
560,2022/10/15 20:00:00+00,800 ABBOTT CT,AGG. ASSAULT,BLUNT_OBJECT,F,31,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,OLDTOWN,39.3011,-76.6055
561,2022/10/15 20:00:00+00,800 ABBOTT CT,AGG. ASSAULT,BLUNT_OBJECT,F,51,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,OLDTOWN,39.3011,-76.6055
562,2022/10/15 19:30:00+00,1100 WARD ST,LARCENY FROM AUTO,,M,33,UNKNOWN,,SOUTHERN,WASHINGTON VILLAGE/PIGTOWN,39.2818,-76.6327
563,2022/10/15 04:40:00+00,2300 FREDERICK AVE,AGG. ASSAULT,HANDGUN,M,58,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,MILLHILL,39.2842,-76.6544
564,2022/10/15 04:40:00+00,2300 FREDERICK AVE,AGG. ASSAULT,HANDGUN,F,34,WHITE,,SOUTHWEST,MILLHILL,39.2842,-76.6544
565,2022/10/15 02:30:00+00,400 S ANN ST,LARCENY,,F,44,WHITE,,SOUTHEAST,UPPER FELLS POINT,39.286,-76.5914
566,2022/10/15 11:30:00+00,ST & ELGIN AV,AUTO THEFT,,,,,,SOUTHWEST,WALBROOK,39.3111,-76.668
567,2022/10/15 14:30:00+00,2500 W FAYETTE ST,LARCENY,,M,55,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,SHIPLEY HILL,39.2888,-76.6579
568,2022/10/15 19:00:00+00,4600 HARFORD RD,BURGLARY,,,,,,NORTHEAST,BEVERLY HILLS,39.3425,-76.5694
569,2022/10/15 03:00:00+00,1000 W LEXINGTON ST,COMMON ASSAULT,,,,,,WESTERN,POPPLETON,39.2909,-76.6353
570,2022/10/15 12:51:00+00,3800 E NORTHERN PKWY,LARCENY,,F,29,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,OVERLEA,39.3579,-76.5352
571,2022/10/15 01:00:00+00,100 E MELROSE AVE,COMMON ASSAULT,,F,68,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,HOMELAND,39.3664,-76.6196
572,2022/09/11 00:00:00+00,1600 BOOKER CT,AGG. ASSAULT,OTHER,F,30,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,SANDTOWN-WINCHESTER,39.3047,-76.6434
573,2022/09/11 00:00:00+00,0 S SCHROEDER ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,40,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,HOLLINS MARKET,39.2883,-76.6337
574,2022/09/11 00:40:00+00,6200 FAIR OAKS AVE,BURGLARY,,M,18,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,HAMILTON HILLS,39.3608,-76.565
575,2022/09/11 02:00:00+00,1100 S CHARLES ST,AGG. ASSAULT,,M,25,WHITE,,SOUTHERN,FEDERAL HILL,39.2758,-76.6144
576,2022/09/11 02:00:00+00,1100 S CHARLES ST,AGG. ASSAULT,,F,24,WHITE,,SOUTHERN,FEDERAL HILL,39.2758,-76.6144
577,2022/09/11 04:46:00+00,3900 FREDERICK AVE,ROBBERY - CARJACKING,KNIFE_CUTTING_INSTRUMENT,M,30,ASIAN,,SOUTHWEST,IRVINGTON,39.2819,-76.6811
578,2022/09/11 05:05:00+00,1100 Red Rd,ROBBERY - CARJACKING,HANDGUN,M,39,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,DRUID HILL PARK,39.3203,-76.6348
579,2022/09/11 15:00:00+00,5100 CEDGATE RD,BURGLARY,,F,60,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,CEDONIA,39.3241,-76.5319
580,2022/09/11 18:00:00+00,4600 WHITE AVE,AUTO THEFT,,M,36,WHITE,,NORTHEAST,CEDMONT,39.3419,-76.5369
581,2022/09/11 20:30:00+00,200 S BROADWAY,AGG. ASSAULT,BLUNT_OBJECT,M,45,WHITE,,SOUTHEAST,FELLS POINT,39.2884,-76.5935
582,2022/09/11 04:27:00+00,1000 WEDGEWOOD RD,LARCENY FROM AUTO,,F,58,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,WEST HILLS,39.2966,-76.7089
583,2022/09/11 21:20:00+00,6900 BANK ST,COMMON ASSAULT,,F,40,WHITE,,SOUTHEAST,EASTWOOD,39.2892,-76.5302
584,2022/09/11 17:00:00+00,500 N GLOVER ST,AGG. ASSAULT,HANDGUN,F,20,WHITE,,SOUTHEAST,MCELDERRY PARK,39.297,-76.5801
585,2022/09/11 22:15:00+00,700 S BROADWAY,COMMON ASSAULT,PERSONAL_WEAPONS,M,45,AMERICAN_INDIAN_OR_ALASKA_NATIVE,,SOUTHEAST,FELLS POINT,39.2833,-76.5931
586,2022/09/11 22:45:00+00,900 CLAYMONT AVE,AGG. ASSAULT,PERSONAL_WEAPONS,F,30,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,MOSHER,39.2989,-76.6608
587,2022/09/11 23:00:00+00,1400 MADISON AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,25,NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER,,CENTRAL,MADISON PARK,39.3039,-76.6281
588,2022/09/11 23:41:00+00,3900 E LOMBARD ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,46,,,SOUTHEAST,BALTIMORE HIGHLANDS,39.2916,-76.5645
589,2022/09/11 10:00:00+00,2600 QUANTICO AVE,AUTO THEFT,,F,47,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,GREENSPRING,39.3377,-76.6623
590,2022/10/03 00:00:00+00,400 E BIDDLE ST,LARCENY FROM AUTO,,M,33,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,JOHNSTON SQUARE,39.3037,-76.6104
591,2022/10/03 10:15:00+00,3500 HILLEN RD,LARCENY,,M,14,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,EDNOR GARDENS-LAKESIDE,39.3328,-76.589
592,2022/10/03 11:30:00+00,700 W LEXINGTON ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,32,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,POPPLETON,39.2911,-76.6293
593,2022/10/03 21:00:00+00,4300 BERGER AVE,ROBBERY,PERSONAL_WEAPONS,F,28,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,FRANKFORD,39.3395,-76.5469
594,2022/10/03 14:30:00+00,4400 BELVIEU AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,73,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,WEST ARLINGTON,39.3396,-76.696
595,2022/10/03 13:55:00+00,5300 WRIGHT AVE,ROBBERY,PERSONAL_WEAPONS,M,71,WHITE,,NORTHEAST,ARMISTEAD GARDENS,39.3032,-76.5507
596,2022/10/03 20:00:00+00,300 N MARTIN LUTHER KING JR BLVD,LARCENY,,,,,,CENTRAL,UNIVERSITY OF MARYLAND,39.2928,-76.6276
597,2022/10/03 16:00:00+00,3300 ELGIN AVE,AUTO THEFT,,,,,,SOUTHWEST,WALBROOK,39.3131,-76.6728
598,2022/10/03 20:00:00+00,4800 HAMILTON AVE,LARCENY FROM AUTO,,,,,,NORTHEAST,FRANKFORD,39.3369,-76.5372
599,2022/10/03 11:15:00+00,1000 N GILMOR ST,BURGLARY,,,,,,WESTERN,SANDTOWN-WINCHESTER,39.3003,-76.6431
600,2022/10/03 11:15:00+00,1000 N GILMOR ST,BURGLARY,,,,,,WESTERN,SANDTOWN-WINCHESTER,39.3003,-76.6431
601,2022/10/03 21:30:00+00,6000 BELAIR RD,AUTO THEFT,,,,,,NORTHEAST,CEDMONT,39.3479,-76.5383
602,2022/10/03 15:08:00+00,2900 BARCLAY ST,LARCENY,PERSONAL_WEAPONS,F,27,WHITE,,NORTHERN,ABELL,39.3235,-76.6112
603,2022/10/03 16:00:00+00,400 N LUZERNE AVE,AGG. ASSAULT,PERSONAL_WEAPONS,F,14,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,MCELDERRY PARK,39.2959,-76.5806
604,2022/10/03 23:30:00+00,1800 S HANOVER ST,LARCENY,PERSONAL_WEAPONS,F,20,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,SOUTH BALTIMORE,39.2694,-76.6151
605,2022/10/03 23:20:00+00,3700 GREENSPRING AVE,BURGLARY,,F,29,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,PARK CIRCLE,39.333,-76.6558
606,2022/10/03 10:00:00+00,500 N GLOVER ST,BURGLARY,,,,,,SOUTHEAST,MCELDERRY PARK,39.2975,-76.58
607,2022/10/03 17:54:00+00,1000 FLEET ST,LARCENY,,,,,,SOUTHEAST,INNER HARBOR,39.2842,-76.6002
608,2022/10/03 15:00:00+00,1700 POPLAR GROVE ST,BURGLARY,,,,,,SOUTHWEST,NORTHWEST COMMUNITY ACTION,39.3073,-76.6656
609,2022/11/11 03:30:00+00,3700 FALLS RD,BURGLARY,,F,33,WHITE,,NORTHERN,HAMPDEN,39.3334,-76.6356
610,2022/11/11 00:05:00+00,2400 LAKEVIEW AVE,AGG. ASSAULT,PERSONAL_WEAPONS,F,23,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,RESERVOIR HILL,39.3157,-76.6325
611,2022/11/11 21:23:00+00,400 WALTON CT,BURGLARY,PERSONAL_WEAPONS,M,29,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,UPTON,39.2996,-76.625
612,2022/11/11 17:00:00+00,800 S CATON AVE,LARCENY FROM AUTO,,,,,,SOUTHWEST,GWYNNS FALLS,39.2751,-76.6715
613,2022/11/11 19:00:00+00,600 W LAFAYETTE AVE,AUTO THEFT,,,,,,CENTRAL,UPTON,39.3012,-76.6318
614,2022/11/11 14:20:00+00,600 E PRATT ST,LARCENY,,,,,,CENTRAL,INNER HARBOR,39.2868,-76.6077
615,2022/11/10 21:51:00+00,3700 SAINT MARGARET ST,AGG. ASSAULT,HANDGUN,M,25,,,SOUTHERN,BROOKLYN,39.2326,-76.5956
616,2022/11/10 19:30:00+00,3000 OAKLEY AVE,LARCENY FROM AUTO,,F,42,,,NORTHWEST,CENTRAL PARK HEIGHTS,39.3478,-76.6704
617,2022/11/10 11:45:00+00,900 BELGIAN AVE,AUTO THEFT,,F,25,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,PEN LUCY,39.3404,-76.6035
618,2022/11/10 19:40:00+00,3600 KENYON AVE,AUTO THEFT,,F,41,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,BELAIR-EDISON,39.3194,-76.5626
619,2022/11/10 20:00:00+00,3600 KENYON AVE,AUTO THEFT,,M,41,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,BELAIR-EDISON,39.3193,-76.5626
620,2022/11/10 17:20:00+00,600 N Chapel Gate Ln,AGG. ASSAULT,PERSONAL_WEAPONS,F,36,WHITE,,SOUTHWEST,WEST HILLS,39.2926,-76.7048
621,2022/11/10 19:05:00+00,2200 DRUID HILL AVE,ROBBERY,KNIFE_CUTTING_INSTRUMENT,M,31,WHITE,,CENTRAL,DRUID HEIGHTS,39.3093,-76.6375
622,2022/11/10 19:10:00+00,3300 ALTO RD,COMMON ASSAULT,PERSONAL_WEAPONS,M,11,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,HANLON-LONGWOOD,39.3176,-76.673
623,2022/11/10 08:30:00+00,3600 DOLFIELD AVE,AGG. ASSAULT,BLUNT_OBJECT,F,32,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,DOLFIELD,39.3363,-76.6757
624,2022/11/10 13:39:00+00,3300 BELAIR RD,LARCENY,,F,24,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,BELAIR-EDISON,39.322,-76.573
625,2022/11/10 09:06:00+00,2500 N CHARLES ST,LARCENY FROM AUTO,,M,37,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,CHARLES VILLAGE,39.319,-76.6171
626,2022/11/10 10:00:00+00,400 N EUTAW ST,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,F,35,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,DOWNTOWN,39.2939,-76.6211
627,2022/11/10 10:50:00+00,1100 RAMBLEWOOD RD,COMMON ASSAULT,PERSONAL_WEAPONS,M,33,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,GLEN OAKS,39.3622,-76.5969
628,2022/11/10 17:05:00+00,5600 HESS AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,60,NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER,,NORTHERN,HOMELAND,39.3578,-76.6109
629,2022/11/10 15:40:00+00,700 DR BENJAMIN QUARLES PL,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,M,49,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,POPPLETON,39.2918,-76.6298
630,2022/10/28 17:00:00+00,2400 BRENTWOOD AVE,BURGLARY,,F,31,,,EASTERN,BARCLAY,39.3166,-76.6105
631,2022/10/28 11:08:00+00,3500 SAINT PAUL ST,LARCENY,,M,21,ASIAN,,NORTHERN,CHARLES VILLAGE,39.3299,-76.616
632,2022/10/28 23:00:00+00,900 E 30TH ST,LARCENY FROM AUTO,,M,24,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,BETTER WAVERLY,39.3237,-76.6052
633,2022/10/28 14:30:00+00,2300 E NORTHERN PKWY,LARCENY,,,,,,NORTHEAST,HAMILTON HILLS,39.3681,-76.5667
634,2022/10/28 15:30:00+00,2800 FOSTER AVE,LARCENY,,,,,,SOUTHEAST,CANTON,39.2841,-76.577
635,2022/10/28 15:39:00+00,200 N FRANKLINTOWN RD,AUTO THEFT,,,,,,SOUTHWEST,PENROSE/FAYETTE STREET OUTREACH,39.291,-76.661
636,2022/10/28 15:53:00+00,5200 HARFORD RD,LARCENY,,,,,,NORTHEAST,LAURAVILLE,39.3497,-76.5638
637,2022/10/28 17:05:00+00,600 E PRATT ST,LARCENY,,,,,,CENTRAL,INNER HARBOR,39.2868,-76.6077
638,2022/10/28 18:40:00+00,5800 BELAIR RD,LARCENY,,,,,,NORTHEAST,GLENHAM-BELHAR,39.3444,-76.5428
639,2022/10/28 11:30:00+00,3200 NORTHWAY DR,COMMON ASSAULT,PERSONAL_WEAPONS,F,17,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,NORTH HARFORD ROAD,39.3619,-76.5457
640,2022/10/28 12:00:00+00,5000 ROLAND AVE,LARCENY,,F,38,ASIAN,,NORTHERN,WYNDHURST,39.3539,-76.634
641,2022/10/28 12:22:00+00,2300 REISTERSTOWN RD,LARCENY,,F,68,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,PARKVIEW/WOODBROOK,39.3153,-76.6487
642,2022/10/28 21:00:00+00,1200 WILLIAM ST,LARCENY,,M,22,WHITE,,SOUTHERN,RIVERSIDE,39.2756,-76.6105
643,2022/10/28 23:00:00+00,900 E 30TH ST,LARCENY FROM AUTO,,M,,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,BETTER WAVERLY,39.3237,-76.6052
644,2022/10/28 23:00:00+00,900 E 30TH ST,LARCENY FROM AUTO,,F,,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,BETTER WAVERLY,39.3237,-76.6052
645,2022/10/28 23:00:00+00,1400 MCCULLOH ST,AUTO THEFT,,M,52,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,UPTON,39.3033,-76.6289
646,2022/10/28 10:21:00+00,3700 BOSTON ST,LARCENY,,,,,,SOUTHEAST,CANTON INDUSTRIAL AREA,39.2771,-76.5655
647,2022/10/28 13:14:00+00,4100 PULASKI HWY,LARCENY,,,,,,EASTERN,KRESSON,39.297,-76.563
648,2022/10/28 13:30:00+00,4000 EASTERN AVE,LARCENY,,,,,,SOUTHEAST,HIGHLANDTOWN,39.2868,-76.5631
649,2022/10/28 14:14:00+00,0 E BALTIMORE ST,ROBBERY - COMMERCIAL,HANDGUN,,,,,CENTRAL,DOWNTOWN,39.2896,-76.6151
650,2022/10/28 00:00:00+00,1600 RACE ST,LARCENY,,M,24,WHITE,,SOUTHERN,SOUTH BALTIMORE,39.2712,-76.6166
651,2022/10/27 17:50:00+00,1400 N MOUNT ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,62,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,SANDTOWN-WINCHESTER,39.3047,-76.6448
652,2022/10/27 12:00:00+00,3300 KENYON AV,LARCENY FROM AUTO,,M,70,WHITE,,NORTHEAST,BELAIR-EDISON,39.3229,-76.5658
653,2022/10/15 10:25:00+00,3100 LABYRINTH RD,AGG. ASSAULT,BLUNT_OBJECT,F,21,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,CROSS COUNTRY,39.3717,-76.7001
654,2022/10/15 10:00:00+00,2100 N PULASKI ST,BURGLARY,,F,78,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,MONDAWMIN,39.3121,-76.6514
655,2022/10/15 13:50:00+00,3500 HILTON RD,COMMON ASSAULT,PERSONAL_WEAPONS,M,38,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,ASHBURTON,39.3265,-76.6702
656,2022/10/15 14:10:00+00,2900 CLIFTON AVE,AGG. ASSAULT,PERSONAL_WEAPONS,F,32,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,WALBROOK,39.3114,-76.6663
657,2022/10/15 15:00:00+00,300 W BALTIMORE ST,COMMON ASSAULT,OTHER,M,28,AMERICAN_INDIAN_OR_ALASKA_NATIVE,,CENTRAL,DOWNTOWN,39.2894,-76.6195
658,2022/10/15 21:00:00+00,500 W 40TH ST,BURGLARY,,M,47,ASIAN,,NORTHERN,ROLAND PARK,39.3372,-76.6263
659,2022/10/15 23:39:00+00,2100 N CHARLES ST,AUTO THEFT,,U,29,,,NORTHERN,CHARLES NORTH,39.3133,-76.6168
660,2022/10/15 20:00:00+00,1400 BROENING HWY,AUTO THEFT,,M,35,,,SOUTHEAST,MEDFORD,39.2771,-76.5436
661,2022/10/15 23:00:00+00,3600 ELMORA AVE,AUTO THEFT,,F,46,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,BELAIR-EDISON,39.316,-76.5681
